"living_space","rooms","cold_rent","construction_year","quarter","lambert_poistion_x","lambert_poistion_y","city","postcode","heating_type","number_of_bedrooms","rent_per_square_meter","publish_date","latitude","longitude"
"115.2","5","1438.8","","Barmbek-Nord","2689","2624126","Hamburg","22307","1","","14.988","2018-09-30 22:00:00","53.58851786966177","10.041167568575759"
"37.584","1.5","397.2","1966","Tonndorf","8334","2623986","Hamburg","22045","5","1","12.684","2018-08-31 22:00:00","53.587184286505064","10.127586586865595"
"98.4","3.5","673.2","1978","Jenfeld","9524","2623033","Hamburg","22045","5","2","8.208","2018-05-30 22:00:00","53.578483390064655","10.145775865420932"
"60","2.5","834","1969","Billstedt","8935","2619290","Hamburg","22117","6","","16.68","2018-09-30 22:00:00","53.54439731212236","10.136655333195886"
"47.232","1.5","576","2000","Tonndorf","6919","2623273","Hamburg","22045","7","","14.64","2018-05-30 22:00:00","53.58070972049826","10.105908612241173"
"54.852","2.5","660","1954","Barmbek-Nord","2491","2625290","Hamburg-Barmbek","22307","1","1","14.436","2018-07-30 22:00:00","53.59912171494405","10.038145400561822"
"28.8","1.5","576","1977","Winterhude","-1","2624872","Hamburg","22299","7","1","24","2018-08-31 22:00:00","53.59531998143032","9.99998468802789"
"100.8","3.5","912","1963","Rahlstedt","10876","2626165","Hamburg","22143","6","","10.86","2018-05-30 22:00:00","53.60698692689925","10.166577055739447"
"97.2","3.5","1380","2022","Fuhlsbüttel","920","2628781","Hamburg","22335","","2","17.04","2018-05-30 22:00:00","53.6309254811254","10.01409835572134"
"75.6","2.5","1080","2001","Uhlenhorst","1110","2622500","Hamburg","22085","1","1","17.148","2018-08-31 22:00:00","53.57371202139966","10.016987996060847"
"106.2","3.5","1416","","Hummelsbüttel","2387","2629875","Hamburg","22339","","1","15.996","2018-11-30 23:00:00","53.64088568312479","10.036587344828996"
"168","4.5","2160","2019","Hamm-Süd","3978","2619786","Hamburg","20537","7","","15.432","2018-10-30 22:00:00","53.54897556087272","10.060847323686254"
"68.232","3","912","1960","Winterhude","684","2623148","Hamburg","22301","8","1","16.044","2018-05-30 22:00:00","53.57961549463845","10.010469674281541"
"86.4","3.5","1104","","Ottensen","-4798","2619704","Hamburg","22765","1","","15.336","2018-07-30 22:00:00","53.54822184426185","9.926611234788231"
"43.2","1.5","690","","Barmbek-Süd","2392","2623477","Hamburg","22083","7","","19.164","2018-10-30 22:00:00","53.582607480396","10.036615722453554"
"70.488","2.5","429.972","2022","Heimfeld","-2440","2610236","Hamburg","21075","1","","7.32","2018-10-30 22:00:00","53.46198477719877","9.962750986682487"
"104.4","4.5","1434","2020","Alsterdorf","711","2627877","Hamburg","22335","5","3","16.488","2018-10-30 22:00:00","53.622691581748974","10.0108935488679"
"74.52","2.5","1266","2022","Uhlenhorst","1410","2622039","Hamburg","22085","7","","20.388","2018-01-31 23:00:00","53.56951195009282","10.021577300029334"
"121.2","3.5","1530","1986","Langenhorn","866","2631522","Hamburg","22419","5","","15.144","2018-08-31 22:00:00","53.65589188155743","10.013278339746064"
"66","2.5","756","1968","Bramfeld","5808","2627391","Bramfeld","22175","1","","13.74","2018-05-30 22:00:00","53.618233585258594","10.088978017969927"
"78.6","3.5","1611.6","2021","Neustadt","-845","2620044","Hamburg","20354","7","2","24.6","2018-03-28 23:00:00","53.55133995508933","9.98707422656858"
"78","2.5","1326","2022","Barmbek-Süd","1753","2622350","Hamburg","22083","7","1","20.4","2018-07-30 22:00:00","53.572343911923696","10.026827961717277"
"108","4","1296","2011","Lurup","-8374","2624643","Hamburg","22547","","3","14.4","2018-09-30 22:00:00","53.593168295567615","9.871783714992553"
"119.148","4","1314.096","2018","Lohbrügge","12406","2614811","Hamburg","21033","5","","13.236","2018-10-30 22:00:00","53.503525488397564","10.189567411815117"
"62.316","2.5","684","1959","Wilhelmsburg","-893","2615570","Hamburg","21107","5","2","13.176","2018-12-30 23:00:00","53.51058315902075","9.986352534681446"
"43.44","2.5","600","","Eimsbüttel","-2921","2622800","Hamburg","20255","7","","16.572","2018-08-31 22:00:00","53.57643794480439","9.955292798480848"
"72","2.5","765.6","","Alsterdorf","73","2626938","Hamburg","20251","","","12.756","2018-03-28 23:00:00","53.61413894295146","10.00111824941649"
"73.8","3.5","872.4","1904","Eppendorf","-1187","2624875","Hamburg","20251","5","2","14.184","2018-07-30 22:00:00","53.595345987779226","9.981824678247621"
"93.6","3.5","960","","Rahlstedt","10270","2624079","Hamburg","22149","1","","12.312","2018-11-30 23:00:00","53.587997675487486","10.157228060371589"
"144","3.5","1500","2003","Wohldorf-Ohlstedt","8466","2635938","Hamburg","22397","1","","12.504","2018-11-30 23:00:00","53.696046668855466","10.129926912593458"
"76.44","2.5","764.4","1998","Dulsberg","3933","2622940","Hamburg-Dulsberg","22049","1","","12","2018-11-30 23:00:00","53.577706732130586","10.060198038474963"
"106.8","4","1194","","Rahlstedt","9977","2626180","Hamburg","22143","1","","13.416","2018-07-30 22:00:00","53.60714113538989","10.152808464222153"
"61.2","2.5","582","1932","Veddel","991","2617016","Hamburg","20539","5","2","11.412","2018-11-30 23:00:00","53.523755798580325","10.0151496710943"
"81.6","3","676.8","","Steilshoop","4348","2627048","Hamburg","22309","1","","9.948","2018-12-30 23:00:00","53.61512318672337","10.066606264126548"
"43.2","1.5","524.4","","Tonndorf","8560","2623727","Hamburg","22045","1","","14.568","2018-05-30 22:00:00","53.58482145713049","10.131039467960502"
"45.6","1.5","381.6","1967","Hamm-Nord","2892","2620858","hamburg","20535","","","10.044","2018-09-30 22:00:00","53.558747862929415","10.044245668199068"
"261.6","6.5","4654.8","1904","Harvestehude","-783","2623496","Hamburg - Harvestehude","20149","7","4","21.348","2018-05-30 22:00:00","53.582785340796754","9.988014120058553"
"69.6","3","651.6","1964","Bramfeld","5732","2628840","Hamburg","22175","1","","11.232","2018-11-30 23:00:00","53.63143286296808","10.087839913516454"
"54","2.5","690","1983","Eppendorf","-1355","2625199","Hamburg","20251","5","1","15.336","2018-08-31 22:00:00","53.598296895502706","9.979250882008685"
"55.2","2.5","672","1964","Bergedorf","14718","2612948","Hamburg","21029","5","","14.604","2018-11-30 23:00:00","53.48649485475094","10.224809255942022"
"54.6","2.5","546","1957","Horn","5205","2620447","Hamburg","22111","","1","12","2018-05-30 22:00:00","53.554986358809444","10.079626272720446"
"74.4","2.5","1128","","Neustadt","-1535","2619733","Hamburg","20459","1","","18.192","2018-07-30 22:00:00","53.54850536906048","9.976520954772546"
"72.456","3.5","802.8","1960","Eppendorf","-999","2624368","Hamburg-Eppendorf","20249","7","","13.296","2018-09-30 22:00:00","53.590728101645645","9.984704926507291"
"162","5","922.8","1668","Harburg","-1238","2610398","Hamburg-Harburg","21073","5","","6.84","2018-05-30 22:00:00","53.46346479412513","9.981100076152213"
"52.8","3","384.204","1959","Neuengamme","11873","2608959","Hamburg","21037","5","","8.736","2018-08-31 22:00:00","53.45022455173061","10.181205266788542"
"121.8","4.5","1583.4","2022","Stellingen","-4690","2624441","Hamburg","22525","5","3","15.6","2018-01-31 23:00:00","53.59137338154706","9.928193242248897"
"60","2.5","720","","Hohenfelde","1128","2621232","Hamburg","22087","1","","14.4","2018-01-31 23:00:00","53.56216140774987","10.01725897553369"
"53.4","1.5","770.4","2018","Barmbek-Süd","2762","2623070","Hamburg Barmbek Süd","22081","7","","17.316","2018-08-31 22:00:00","53.57889827029581","10.042275984551283"
"77.064","3","720","2002","Bramfeld","7016","2628815","Hamburg","22175","5","1","11.208","2018-01-31 23:00:00","53.63118979419987","10.107515966030025"
"31.2","1.5","468","","Uhlenhorst","672","2622785","Hamburg","22085","1","","18","2018-05-30 22:00:00","53.57630887779884","10.010285227710735"
"79.068","2.5","869.748","2022","Harburg","-1781","2609856","Hamburg","21073","10","1","13.2","2018-05-30 22:00:00","53.45852541494352","9.97281339209679"
"72.12","2.5","1300.8","2020","Rotherbaum","-1343","2621475","Hamburg","20146","1","","21.648","2018-09-30 22:00:00","53.56437447904956","9.979450388034135"
"94.8","3.5","1437.6","1894","Eimsbüttel","-3527","2623082","Hamburg","20255","5","","18.192","2018-09-30 22:00:00","53.57900307244715","9.946014570786977"
"104.4","3.5","1734","1904","Hoheluft-Ost","-1637","2623688","Hamburg","20251","10","1","19.932","2018-08-31 22:00:00","53.58453235476931","9.974940408707228"
"151.2","2.5","2388","2021","Barmbek-Nord","2679","2625643","Hamburg","22309","7","","18.948","2018-02-28 23:00:00","53.602336256830135","10.041027278886743"
"66","2","780","","Fuhlsbüttel","1219","2628575","Hamburg","22335","5","1","14.184","2018-01-31 23:00:00","53.62904850660439","10.018679528622345"
"62.4","2.5","967.2","1977","Eimsbüttel","-2656","2622268","Hamburg","20259","7","1","18.6","2018-12-30 23:00:00","53.57159322416971","9.959353188526958"
"162","4.5","2070","2016","Wandsbek","5278","2624909","Hamburg","22047","7","","15.336","2018-08-31 22:00:00","53.59563090325235","10.080817172384979"
"21.6","1.5","432","1999","Stellingen","-4398","2625138","Hamburg","22527","5","","24","2018-11-30 23:00:00","53.59772483922343","9.932654278424877"
"129.072","3.5","1484.4","1993","Wellingsbüttel","4229","2629769","Hamburg","22391","1","2","13.8","2018-01-31 23:00:00","53.63990874867063","10.064819637998086"
"40.8","1.5","534","1965","Borgfelde","1955","2620451","Hamburg","20535","7","","15.708","2018-01-31 23:00:00","53.55504458866719","10.02990769303424"
"86.988","2.5","1566","2021","Neustadt","-836","2620107","Hamburg","20354","7","1","21.6","2018-02-28 23:00:00","53.551913865360355","9.987211731887754"
"88.8","3","1206","1980","Blankenese","-12417","2621118","Hamburg","22587","5","1","16.296","2018-08-31 22:00:00","53.560979724321236","9.810018427810654"
"43.2","2","780","","Hoheluft-Ost","-1343","2623626","Hamburg","20251","1","","21.672","2018-11-30 23:00:00","53.583968410870796","9.97944129369907"
"68.352","3.5","682.8","1933","Bergedorf","14166","2613860","Hamburg","21029","10","","11.988","2018-10-30 22:00:00","53.49481814825209","10.216418330873985"
"82.68","2.5","1500","2022","Eppendorf","-1800","2623918","Hamburg","20251","1","","21.768","2018-02-28 23:00:00","53.58662692200634","9.972443861561686"
"86.016","3.5","809.808","1967","Eidelstedt","-7101","2626149","Hamburg","22523","7","","11.292","2018-12-30 23:00:00","53.606904809289624","9.891241181430658"
"93.408","3.5","1400.184","1960","Barmbek-Süd","1291","2622843","Hamburg","22085","7","","17.988","2018-08-31 22:00:00","53.57683607260634","10.01975950472096"
"105.684","4.5","1141.392","2022","Farmsen-Berne","","","Hamburg","22159","","1","12.96","2018-09-30 22:00:00","",""
"63.6","2.5","379.212","1965","Rahlstedt","9468","2624073","Hamburg","22149","7","","7.152","2018-04-30 22:00:00","53.58795785618332","10.14494973420972"
"81.6","4","840","","Wandsbek","5680","2622980","Hamburg","22041","1","","12.348","2018-08-31 22:00:00","53.57805536409866","10.08693811114092"
"72","2.5","1260","2022","Hammerbrook","1314","2619416","Hamburg","20097","5","","21","2018-09-30 22:00:00","53.545618243772005","10.020097365007409"
"88.8","3","864","1988","Niendorf","-3404","2630156","Hamburg","22455","10","1","11.676","2018-11-30 23:00:00","53.643439640263814","9.94782131484839"
"84.756","3.5","846.384","1962","Borgfelde","2315","2620565","Hamburg","20535","1","2","11.988","2018-05-30 22:00:00","53.55608162285158","10.035415821368858"
"104.4","3.5","1140","2007","Heimfeld","-3611","2610251","Hamburg","21075","8","","13.104","2018-10-30 22:00:00","53.46211481075673","9.944874349310115"
"124.8","3.5","1678.8","2015","Wandsbek","4935","2622446","Hamburg","22041","7","2","16.14","2018-04-30 22:00:00","53.573198460997126","10.075526848665232"
"36.468","1.5","308.4","1974","Lurup","-7461","2624999","Hamburg","22547","7","","10.152","2018-03-28 23:00:00","53.596424645119136","9.885754479942788"
"80.4","3.5","954","2021","Curslack","14697","2608810","Hamburg","21039","5","","14.244","2018-10-30 22:00:00","53.448796976451575","10.224297954199427"
"92.7","3.5","1258.8","2018","Othmarschen","-6361","2620864","Hamburg","22763","7","","16.296","2018-12-30 23:00:00","53.55877245667503","9.902680872985831"
"45.6","1.5","708","","Hohenfelde","2205","2621189","Hamburg","22087","1","","18.636","2018-08-31 22:00:00","53.561766343496494","10.03373732501207"
"133.2","3.5","2005.2","1957","Othmarschen","-7984","2620057","Othmarschen","22605","10","2","18.06","2018-10-30 22:00:00","53.551399355355734","9.877870344082197"
"73.716","2.5","464.4","2022","Rothenburgsort","2577","2618435","Hamburg","20539","4","1","7.56","2018-05-30 22:00:00","53.536677151582765","10.039406745805628"
"111.6","5.5","1488","1984","Marienthal","6441","2621619","Hamburg","22043","5","4","15.996","2018-03-28 23:00:00","53.565649049737736","10.098558374122709"
"99.6","3.5","1500","1997","Eppendorf","-1313","2625192","Hamburg","20251","10","","18.072","2018-01-31 23:00:00","53.59823323782158","9.97989405703569"
"90","4","1065.6","1922","St. Pauli","-2307","2620030","Hamburg","20359","1","","14.208","2018-04-30 22:00:00","53.55120810735623","9.964710447881155"
"101.82","3.5","1234.212","2020","Bergedorf","13234","2612553","Hamburg","21035","7","2","14.544","2018-08-31 22:00:00","53.48293514002108","10.202125709503628"
"45.6","1.5","524.4","1979","Farmsen-Berne","7806","2625370","Hamburg","22159","5","","13.8","2018-03-28 23:00:00","53.59979912857258","10.119537402435647"
"128.04","3.5","2158.8","2022","Winterhude","1797","2623774","Hamburg","22303","7","2","20.232","2018-09-30 22:00:00","53.585315222815694","10.027509396472036"
"78","2.5","1366.8","1894","Ottensen","-5006","2620171","Hamburg","22763","5","1","21.024","2018-02-28 23:00:00","53.552474057755106","9.923422379711253"
"69.6","2.5","948","1964","Tonndorf","7629","2623828","Hamburg","22045","5","","16.344","2018-03-28 23:00:00","53.58575559890229","10.116789846777747"
"51.6","2.5","1140","1909","Winterhude","727","2624006","Hamburg","22301","5","","26.508","2018-05-30 22:00:00","53.58743106216426","10.01112982008442"
"78.384","3.5","816","1968","Barmbek-Nord","3420","2625646","Hamburg","22309","5","1","12.492","2018-02-28 23:00:00","53.60235934693963","10.052375278641053"
"108","3.5","2070","2002","Sülldorf","-13649","2622885","Hamburg","22589","1","","23.004","2018-08-31 22:00:00","53.577045673591726","9.791092867766267"
"98.64","3.5","1320","1964","Marienthal","4836","2621541","Hamburg","22043","5","","16.056","2018-07-30 22:00:00","53.564955477457914","10.073997946471538"
"103.2","3.5","1188","1982","Wandsbek","6154","2623132","Hamburg","22041","5","","13.812","2018-08-31 22:00:00","53.579434701309246","10.094196095692924"
"121.08","3.5","1944","2018","Uhlenhorst","2115","2622062","Hamburg","22081","7","","19.272","2018-09-30 22:00:00","53.56971913524383","10.032366102019733"
"115.56","4.5","1843.188","","Tonndorf","6812","2624110","Hamburg","22047","","3","19.14","2018-10-30 22:00:00","53.58833541359889","10.10428873144358"
"120","1.5","1416","2000","Eppendorf","-1080","2624832","Hamburg","20251","10","","14.16","2018-07-30 22:00:00","53.59495452841705","9.983463206523918"
"88.716","2.5","1020","2022","Neugraben-Fischbek","","","Neugraben-Fischbek","21149","7","1","13.8","2018-12-30 23:00:00","",""
"175.2","4.5","2179.2","","Wellingsbüttel","5809","2629760","Hamburg","22391","5","3","14.928","2018-04-30 22:00:00","53.63981189235691","10.08903676863103"
"97.2","4","1080","","Rahlstedt","9931","2628533","Hamburg","22145","1","","13.332","2018-12-30 23:00:00","53.62857483114823","10.152177636872597"
"68.4","2.5","1140","2022","Altona-Nord","-3966","2620909","Hamburg","22765","1","","20.004","2018-04-30 22:00:00","53.55920554305672","9.93932221918585"
"90.78","3.5","699.012","2003","Finkenwerder","-8000","2617423","Hamburg","21129","10","","9.24","2018-11-30 23:00:00","53.52740448147515","9.877691829351663"
"96","2.5","1380","2012","Lokstedt","-2134","2624398","Hamburg / Lokstedt","22529","5","1","17.256","2018-05-30 22:00:00","53.590998040155405","9.967327440751063"
"117.6","3.5","1500","2000","Marienthal","4163","2621958","Hamburg","22041","1","2","15.312","2018-12-30 23:00:00","53.56875972658","10.063705520656177"
"114","4.5","1074","","Eißendorf","-2614","2609589","Hamburg-Harburg","21073","","","11.304","2018-12-30 23:00:00","53.45608950158957","9.960100001824502"
"71.352","3","570.816","1960","Eilbek","3334","2621600","Hamburg","22089","1","","9.6","2018-11-30 23:00:00","53.56550442144752","10.051015754703103"
"110.4","4.5","1140","1972","Horn","6660","2621082","Hamburg","22119","1","","12.396","2018-08-31 22:00:00","53.5607546522439","10.101898193024404"
"68.4","2.5","684","","Barmbek-Süd","1778","2622198","Hamburg","22083","1","","12","2018-07-30 22:00:00","53.57095922372389","10.027209711684613"
"98.4","3.5","1020","1939","Langenhorn","1667","2632868","Hamburg","22417","5","2","12.444","2018-03-28 23:00:00","53.6681496990037","10.025567128487152"
